source_id,job_title,company,location,job_url,salary_avg,salary_range_id,f_education_d3,f_education_s1,f_education_s2,f_ipk_required,f_min_gpa,f_major_it,f_major_engineering,f_major_business,f_academic_achievement,f_scholarship,f_transcript_required,f_certificate_required,f_english_required,f_computer_skill_required,f_portfolio_required,f_project_required,f_organization_required,f_leadership_required,f_student_cadre_proxy,f_event_committee,f_communication_required,f_teamwork_required,f_internship_required,f_fresh_graduate_allowed,f_work_experience_required,f_experience_years_min,job_family,region_group,salary_range_label
322,"Interns (Data Analyst Intern, Digital Media Intern, IT Intern)",PT Himalaya Wellness Indonesia,Kelapa Gading,https://id.jobstreet.com/id/job/92103621?type=standard&ref=search-standalone&origin=cardTitle#sol=122bb066dc65901133d12bf3e3f7945bbb0f39cf,2575000.0,2.0,0,0,0,0,0.0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,data,lainnya,2 sampai < 4 juta
324,Tele Account Management (Fresh Graduate are welcome to apply),PT Adecco Personnel Indonesia,Yogyakarta,https://id.jobstreet.com/id/job/92196600?type=standard&ref=search-standalone&origin=cardTitle#sol=0e7f18fa85c95ac3e8b8ee23f593e99774a914aa,2900000.0,2.0,1,1,0,1,2.75,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,business,jawa tengah diy,2 sampai < 4 juta
328,Business Analyst,PT Provalindo Nusa,Jakarta Selatan,https://id.jobstreet.com/id/job/92004117?type=standard&ref=search-standalone&origin=cardTitle#sol=176902cf20768477749991bb403de7c91c0b1835,6250000.0,4.0,0,1,0,0,0.0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,1,business,jabodetabek,6 sampai < 8 juta
331,Industrial Software Developer & Program Analyst,PT. Omega Group - Jakarta,Jakarta Pusat,https://id.jobstreet.com/id/job/92036471?type=standard&ref=search-standalone&origin=cardTitle#sol=d795bc8f993a288457224d55d73febfd1ca51c79,8500000.0,5.0,0,1,0,0,0.0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,data,jabodetabek,8 sampai < 10 juta
338,IT Business Analyst,Kop Sehati Makmur Abadi,Jatisampurna,https://id.jobstreet.com/id/job/92283854?type=standard&ref=search-standalone&origin=cardTitle#sol=7cde392063d2b69f4e0b216dab80321043f67fb8,5750000.0,3.0,0,1,0,0,0.0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,software,lainnya,4 sampai < 6 juta
344,Business Management Trainee (Internship) - Bandung & Jakarta Placement,PT Kitar Technology Indonesia,Jakarta Selatan,https://id.jobstreet.com/id/job/92055932?type=standard&ref=search-standalone&origin=cardTitle#sol=2734922bb7d263fef3c0536fbfd8ddc785b5c456,3750000.0,2.0,0,1,0,1,0.0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,business,jabodetabek,2 sampai < 4 juta
345,Junior Analyst,PT ACE INDEX IDN,Jakarta Selatan,https://id.jobstreet.com/id/job/92009646?type=standard&ref=search-standalone&origin=cardTitle#sol=5291af535d1de7d7ea05819293afc2d1116233fe,11250000.0,6.0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,other,jabodetabek,>= 10 juta
353,Junior Quality Assurance,PT. Sinergi Innovate Pratama,Jakarta Selatan,https://id.jobstreet.com/id/job/92039826?type=standard&ref=search-standalone&origin=cardTitle#sol=7148ce892b38c6a9636eddbde1fa71ca2465c0bd,5750000.0,3.0,1,1,0,0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,data,jabodetabek,4 sampai < 6 juta
357,IT Project Management Office & Business,PT Hino Motors Sales Indonesia,Jakarta Raya,https://id.jobstreet.com/id/job/92318182?type=standard&ref=search-standalone&origin=cardTitle#sol=5e44f69c985a4b81a063f66009f97d64c38b47d0,12500000.0,6.0,0,1,1,0,0.0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,business,jabodetabek,>= 10 juta
361,Fresh Graduate Management Training Program (Onsite),Deliveree (PT Angkut Teknologi Indonesia),Jakarta Selatan,https://id.jobstreet.com/id/job/92004567?type=standard&ref=search-standalone&origin=cardTitle#sol=75a075fe1be1c6af321a13a6f8521beba5385f00,6000000.0,4.0,0,1,1,1,3.0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,business,jabodetabek,6 sampai < 8 juta
362,Product Engineer,Catalyst Psychology & HR Management Services,Bekasi,https://id.jobstreet.com/id/job/92132347?type=standard&ref=search-standalone&origin=cardTitle#sol=d0c8ae5182a364376d4532ea4868f56ad5ce050f,6300000.0,4.0,0,1,0,1,3.3,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,software,jabodetabek,6 sampai < 8 juta
363,Business & Systems Analyst Digital Transformation - IT Consulting (B-130877),RGF HR Agent Indonesia,Jakarta Selatan,https://id.jobstreet.com/id/job/92303541?type=standard&ref=search-standalone&origin=cardTitle#sol=4e9827086661c8cd8175a57bc006be733bb5d2c1,16666666.0,6.0,0,1,0,0,0.0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,finance,jabodetabek,>= 10 juta
366,Junior Business Analyst,CV. Chaakralogi (Chaakra Consulting),Surabaya,https://id.jobstreet.com/id/job/92001943?type=standard&ref=search-standalone&origin=cardTitle#sol=637454c1ffc900726341395ddf93a1e6aac6bc8e,3400000.0,2.0,0,1,0,0,0.0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,business,jawa timur,2 sampai < 4 juta
370,Project Manager (IT),PT Nutech Integrasi,Jakarta Selatan,https://id.jobstreet.com/id/job/91780238?type=standard&ref=search-standalone&origin=cardTitle#sol=36ca45a2a6f5074dcf6bb7c88aa6aa2c4a6b9708,10000000.0,6.0,0,1,0,0,0.0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,software,jabodetabek,>= 10 juta
382,Business Development Staff (IT Consultant) - IT Solutions - Jakarta (B-130874),RGF HR Agent Indonesia,Jakarta Selatan,https://id.jobstreet.com/id/job/92315558?type=standard&ref=search-standalone&origin=cardTitle#sol=778fba2c04063ff96fffe5400a9c11177319f2ef,15000000.0,6.0,0,1,0,0,0.0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,business,jabodetabek,>= 10 juta
