source_id,source_keyword,scraped_at,job_title,company,location,job_url,salary_text,salary_min,salary_max,salary_avg,salary_range_id,salary_range_label,salary_available,f_education_d3,f_education_s1,f_education_s2,f_ipk_required,f_min_gpa,f_major_it,f_major_engineering,f_major_business,f_academic_achievement,f_scholarship,f_transcript_required,f_certificate_required,f_english_required,f_computer_skill_required,f_portfolio_required,f_project_required,f_organization_required,f_leadership_required,f_student_cadre_proxy,f_event_committee,f_communication_required,f_teamwork_required,f_internship_required,f_fresh_graduate_allowed,f_work_experience_required,f_experience_years_min,job_family,region_group
31,admin staff fresh graduate,2026-05-25 21:08:25,AR Admin & Inventory Support,PT Duta Pertiwi Mandiri,Jakarta Barat,https://id.jobstreet.com/id/job/92167609?type=standard&ref=search-standalone&origin=cardTitle#sol=21f4d979f701637974f9170f2b62273613b060f7,,,,,,unknown,0,1,1,0,0,0.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,software,jabodetabek
32,admin staff fresh graduate,2026-05-25 21:08:30,Admin PJTKI,House of Panda,Kendal,https://id.jobstreet.com/id/job/91745885?type=standard&ref=search-standalone&origin=cardTitle#sol=f84ed28e49f973efd467ee91256bf88500d79089,Rp 2.500.000 – Rp 3.500.000 per month,2500000.0,3500000.0,3000000.0,2.0,2 sampai < 4 juta,1,1,1,0,0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,administration,lainnya
33,admin staff fresh graduate,2026-05-25 21:08:34,Procurement Staff,SOECHI GROUP,Jakarta Raya,https://id.jobstreet.com/id/job/91780115?type=standard&ref=search-standalone&origin=cardTitle#sol=f03da46f8716a4e0d1cc6cbf243b472c351aacbd,,,,,,unknown,0,0,1,0,0,0.0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,finance,jabodetabek
34,admin staff fresh graduate,2026-05-25 21:08:39,CUSTOMER SERVICE IMPORT,PT Tri Perkasa Express,Sidoarjo,https://id.jobstreet.com/id/job/91482852?type=standard&ref=search-standalone&origin=cardTitle#sol=84aa22b09f599b14e76911913bbe97f354c64473,Rp 4.500.000 – Rp 5.000.000 per month,4500000.0,5000000.0,4750000.0,3.0,4 sampai < 6 juta,1,1,1,0,0,0.0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,administration,jawa timur
35,admin staff fresh graduate,2026-05-25 21:08:43,Admin Helper,PT ZHONGTIAN NIULI TECHNOLOGY EQUIPMENT,Tangerang,https://id.jobstreet.com/id/job/91997637?type=standard&ref=search-standalone&origin=cardTitle#sol=a3cef9b2d6580d31b8b866a0ff61c48a5d5d92fd,Rp 3.000.000 – Rp 3.500.000 per month,3000000.0,3500000.0,3250000.0,2.0,2 sampai < 4 juta,1,0,0,0,1,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,administration,jabodetabek
36,admin staff fresh graduate,2026-05-25 21:08:48,Club Administration,PT Exertainment Indonesia,Jakarta Selatan,https://id.jobstreet.com/id/job/92233968?type=standard&ref=search-standalone&origin=cardTitle#sol=bd7ef848fd3468e69bbf15ead08fe39f72d8877d,,,,,,unknown,0,1,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,administration,jabodetabek
37,admin staff fresh graduate,2026-05-25 21:08:53,Central Admin Intern (Retail Groceries),PT. LIPPO KARAWACI TBK,Karawaci,https://id.jobstreet.com/id/job/92255937?type=standard&ref=search-standalone&origin=cardTitle#sol=4cc75181ee7a8e296ae658bb519107bd7e18f52b,,,,,,unknown,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,administration,lainnya
38,admin staff fresh graduate,2026-05-25 21:08:59,HR Admin Intern,PT Kredivo Finance Indonesia,Jakarta Barat,https://id.jobstreet.com/id/job/91760128?type=standard&ref=search-standalone&origin=cardTitle#sol=4163abb50bc3470de340597441cf0914e4db321f,,,,,,unknown,0,0,1,0,0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,finance,jabodetabek
39,admin staff fresh graduate,2026-05-25 21:09:04,Admin Sales,PT Pratama Graha Semesta,Jakarta Utara,https://id.jobstreet.com/id/job/91964575?type=standard&ref=search-standalone&origin=cardTitle#sol=21d0b3814bef100b4387c907ac8f038c4d2e1f4c,Rp 5.100.000 – Rp 6.500.000 per month,5100000.0,6500000.0,5800000.0,3.0,4 sampai < 6 juta,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,business,jabodetabek
40,admin staff fresh graduate,2026-05-25 21:09:10,Administrasi Staff,PT MIZUHO LEASING INDONESIA TBK,Balikpapan Timur,https://id.jobstreet.com/id/job/91945331?type=standard&ref=search-standalone&origin=cardTitle#sol=3694d6033563f2f1dfcc2965168ebc4291913f28,,,,,,unknown,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,administration,kalimantan
