source_id,source_keyword,scraped_at,job_title,company,location,job_url,salary_text,salary_min,salary_max,salary_avg,salary_range_id,salary_range_label,salary_available,f_education_d3,f_education_s1,f_education_s2,f_ipk_required,f_min_gpa,f_major_it,f_major_engineering,f_major_business,f_academic_achievement,f_scholarship,f_transcript_required,f_certificate_required,f_english_required,f_computer_skill_required,f_portfolio_required,f_project_required,f_organization_required,f_leadership_required,f_student_cadre_proxy,f_event_committee,f_communication_required,f_teamwork_required,f_internship_required,f_fresh_graduate_allowed,f_work_experience_required,f_experience_years_min,job_family,region_group
11,magang berbayar,2026-06-03 17:45:21,Shop Assistant - Bali,Pt Republik Sabun Abadi,Denpasar,https://id.jobstreet.com/id/job/92476126?type=standard&ref=search-standalone&origin=cardTitle#sol=aa35d345efe2ba94662bf421b58d5c6f081fb7d2,Rp 2.800.000 – Rp 3.300.000 per month,2800000,3300000,3050000,2,2 sampai < 4 juta,1,0,0,0,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,other,lainnya
12,magang berbayar,2026-06-03 17:45:45,Admin Store & Packing,CV Kedai Bubuk Group,Jakarta Barat,https://id.jobstreet.com/id/job/92011096?type=standard&ref=search-standalone&origin=cardTitle#sol=24a1e727a62563417c3cda5f7549eb2a9cbfa86b,Rp 2.000.000 – Rp 2.500.000 per month,2000000,2500000,2250000,2,2 sampai < 4 juta,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,administration,jabodetabek
13,magang berbayar,2026-06-03 17:45:54,Customer Service Mandarin Speaker,PT Bright Properti Servis Indonesia,Morowali,https://id.jobstreet.com/id/job/92482775?type=standard&ref=search-standalone&origin=cardTitle#sol=bcc305dafffabe0003b3edbd9eda0f98f40e4685,Rp 9.000.000 – Rp 10.000.000 per month,9000000,10000000,9500000,5,8 sampai < 10 juta,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,administration,lainnya
14,magang berbayar,2026-06-03 17:46:15,Staff Billing & Collection Retail,PT Circlecom Nusantara Indonesia,Jakarta Selatan,https://id.jobstreet.com/id/job/92093726?type=standard&ref=search-standalone&origin=cardTitle#sol=0e39d690ad67e3c9905bc25836c5af23d861a096,,1500000,1500000,1500000,1,1 sampai < 2 juta,1,0,1,0,0,0.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,finance,jabodetabek
15,magang berbayar,2026-06-03 17:46:20,Host Livestreaming,FLAME MEDIA,Kelapa Gading,https://id.jobstreet.com/id/job/92090867?type=standard&ref=search-standalone&origin=cardTitle#sol=2ce284bec5e61c19eba5b0247d7146b367210cc6,Rp 5.500.000 – Rp 8.000.000 per month,5500000,8000000,6750000,4,6 sampai < 8 juta,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,other,lainnya
16,magang berbayar,2026-06-03 17:46:34,ADMIN KEUANGAN,CV Cahaya Berlian,Surakarta,https://id.jobstreet.com/id/job/91976468?type=standard&ref=search-standalone&origin=cardTitle#sol=a08e263c623f71679505bf46d2aa61cadbba6d8b,Rp 2.000.000 – Rp 3.000.000 per month,2000000,3000000,2500000,2,2 sampai < 4 juta,1,1,1,0,0,0.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,finance,lainnya
17,magang berbayar,2026-06-03 17:46:39,Finance Staff,Yayasan BKSP Bakti Mulya 400,Cileungsi,https://id.jobstreet.com/id/job/92228042?type=standard&ref=search-standalone&origin=cardTitle#sol=4a5310d6928cab1af25e004016f60d2a0aa0c695,Rp 6.000.000 – Rp 6.500.000 per month,6000000,6500000,6250000,4,6 sampai < 8 juta,1,0,1,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,software,lainnya
18,magang berbayar,2026-06-03 17:46:43,Accounting & Finance Associate,TalentGo,Jakarta Barat,https://id.jobstreet.com/id/job/92328899?type=standard&ref=search-standalone&origin=cardTitle#sol=75c9224d7b9b0f4191f03e030fa73b1e4e6a85ad,Rp 6.000.000 – Rp 8.000.000 per month,6000000,8000000,7000000,4,6 sampai < 8 juta,1,0,1,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,finance,jabodetabek
19,magang berbayar,2026-06-03 17:47:28,Project Architect (Internship Program - 6 Months),PT DAMEY SAVORY PRIMA,Jakarta Barat,https://id.jobstreet.com/id/job/92156679?type=standard&ref=search-standalone&origin=cardTitle#sol=c06d27ed6de26aa2a86f547d42881d2469f2f166,Rp 3.000.000 – Rp 4.000.000 per month,3000000,4000000,3500000,2,2 sampai < 4 juta,1,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,software,jabodetabek
20,magang berbayar,2026-06-03 17:47:38,FULL STACK DEVELOPER,PT Transforme Indonesia,Jakarta Pusat,https://id.jobstreet.com/id/job/91974413?type=standard&ref=search-standalone&origin=cardTitle#sol=0083a2c60e445f5f910d97e26eb62e3c9ac94614,Rp 5.000.000 – Rp 7.000.000 per month,5000000,7000000,6000000,4,6 sampai < 8 juta,1,0,1,0,0,0.0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,data,jabodetabek
21,magang berbayar,2026-06-03 17:47:55,Content & Employer Branding Internship,PT Fumira,Kabupaten Bekasi,https://id.jobstreet.com/id/job/91829706?type=standard&ref=search-standalone&origin=cardTitle#sol=7afbd157064e9b650cd223fe04ae9543813efd70,Rp 1.700.000 – Rp 2.500.000 per month,1700000,2500000,2100000,2,2 sampai < 4 juta,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,other,jabodetabek
22,magang berbayar,2026-06-03 17:48:28,Content Creator (Internship Program - 6 Months),PT DAMEY SAVORY PRIMA,Jakarta Barat,https://id.jobstreet.com/id/job/92154635?type=standard&ref=search-standalone&origin=cardTitle#sol=b3df73b6215aff97b7d06af46940fd93d7023170,Rp 2.530.000 – Rp 3.000.000 per month,2530000,3000000,2765000,2,2 sampai < 4 juta,1,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,0,other,jabodetabek
23,magang berbayar,2026-06-03 17:48:54,Sales and Billing Supervisor,PT Putraduta Buanasentosa,Jakarta Selatan,https://id.jobstreet.com/id/job/92309387?type=standard&ref=search-standalone&origin=cardTitle#sol=c394e64c47eafee382c3b8cbe561a6c02eed50cc,Rp 6.400.000 – Rp 7.600.000 per month,6400000,7600000,7000000,4,6 sampai < 8 juta,1,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,business,jabodetabek
24,magang berbayar,2026-06-03 17:49:08,Host Live,Najmina Beautycare,Kota Blora,https://id.jobstreet.com/id/job/92479062?type=standard&ref=search-standalone&origin=cardTitle#sol=742b32e347f584b8a5a825691d2381be2d787dc9,Rp 1.800.000 – Rp 2.100.000 per month,1800000,2100000,1950000,1,1 sampai < 2 juta,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,business,lainnya
25,magang berbayar,2026-06-03 17:49:13,Content Creator,Bapin Store,Bandung,https://id.jobstreet.com/id/job/91960545?type=standard&ref=search-standalone&origin=cardTitle#sol=35ce7b2215d1b61a09a42ddc4c710963b0b16240,Rp 3.000.000 – Rp 3.500.000 per month,3000000,3500000,3250000,2,2 sampai < 4 juta,1,0,1,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,other,jawa barat
26,magang berbayar,2026-06-03 17:49:17,Casual Accounting,Solaris Hotel,Kuta,https://id.jobstreet.com/id/job/92484295?type=standard&ref=search-standalone&origin=cardTitle#sol=0289c8f5467ed98fbee8d5ba7121341b216199c7,Rp 2.500.000 – Rp 3.000.000 per month,2500000,3000000,2750000,2,2 sampai < 4 juta,1,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,finance,lainnya
27,magang berbayar,2026-06-03 17:49:22,Customer Relation Officer (Surveyor Mobil Bekas) - Palangkaraya,PT Suzuki Finance Indonesia,Palangkaraya,https://id.jobstreet.com/id/job/92327662?type=standard&ref=search-standalone&origin=cardTitle#sol=aa0a6af9c81ef280d41fda1b79242e992c4f86ed,Rp 3.725.000 – Rp 4.000.000 per month,3725000,4000000,3862500,2,2 sampai < 4 juta,1,1,1,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,finance,lainnya
28,magang berbayar,2026-06-03 17:49:47,Customer Relation Officer (Surveyor Mobil Bekas) - Palangkaraya,PT Suzuki Finance Indonesia,Palangkaraya,https://id.jobstreet.com/id/job/92327662?type=standard&ref=search-standalone&origin=cardTitle#sol=e9056ada30990094957396ac97a5a215a34accab,Rp 3.725.000 – Rp 4.000.000 per month,3725000,4000000,3862500,2,2 sampai < 4 juta,1,1,1,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,finance,lainnya
29,magang berbayar,2026-06-03 17:50:07,Accounting Staff,PT Bomin Permata Abadi,Jepara,https://id.jobstreet.com/id/job/91969066?type=standard&ref=search-standalone&origin=cardTitle#sol=b58c478c0ffafbe6473d7021ba23dcc06512c61c,Rp 3.000.000 – Rp 3.300.000 per month,3000000,3300000,3150000,2,2 sampai < 4 juta,1,0,0,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,finance,lainnya
30,magang berbayar,2026-06-03 17:50:26,Finance Accounting Tax - Mandarin Speaker Fresh Graduate are welcome,Pengiklan Anonim,Jakarta Utara,https://id.jobstreet.com/id/job/92142221?type=standard&ref=search-standalone&origin=cardTitle#sol=55b0ca517836639aa844a617465dcbe2541999b9,Rp 10.000.000 – Rp 13.000.000 per month,10000000,13000000,11500000,6,>= 10 juta,1,0,1,0,0,0.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,finance,jabodetabek
31,magang berbayar,2026-06-03 17:50:36,Live Shop Host Intern,PT Karcher,Kemayoran,https://id.jobstreet.com/id/job/92025625?type=standard&ref=search-standalone&origin=cardTitle#sol=ab8f73dabbb6b37060bff2cf01db1e55522b3705,Rp 3.500.000 – Rp 4.000.000 per month,3500000,4000000,3750000,2,2 sampai < 4 juta,1,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,software,lainnya
32,magang berbayar,2026-06-03 17:52:02,Supervisor Accounting,Flamingo Jaya,Kelapa Dua,https://id.jobstreet.com/id/job/92188136?type=standard&ref=search-standalone&origin=cardTitle#sol=fbd2b89ca0ab757a02f28c7370a731a9b70630d2,Rp 7.000.000 – Rp 7.500.000 per month,7000000,7500000,7250000,4,6 sampai < 8 juta,1,1,1,0,0,0.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,finance,lainnya
33,magang berbayar,2026-06-03 17:55:45,Staf Internal Audit Kendari,PT Sentralsari Primasentosa,Kendari,https://id.jobstreet.com/id/job/92248727?type=standard&ref=search-standalone&origin=cardTitle#sol=2dafe4e9a6434e0ea8819410f28bca923bf6b0f9,Rp 3.517.000 per month,3517000,3517000,3517000,2,2 sampai < 4 juta,1,1,1,0,0,0.0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,finance,lainnya
34,magang berbayar,2026-06-03 17:56:10,Graphic Design Internship,PT Nabel Sakha Gemilang,Tangerang,https://id.jobstreet.com/id/job/92140415?type=standard&ref=search-standalone&origin=cardTitle#sol=61221f52464168c5299027020b4ba7e9e9c00e17,Rp 2.999.999 – Rp 3.000.000 per month,2999999,3000000,2999999,2,2 sampai < 4 juta,1,1,1,0,0,0.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,software,jabodetabek
35,magang berbayar,2026-06-03 17:56:54,Telesales (Fresh Graduate),Pengiklan Anonim,DI Yogyakarta,https://id.jobstreet.com/id/job/92026246?type=standard&ref=search-standalone&origin=cardTitle#sol=fd75e5e13ac39bf63aafa4d0cb06eec478940322,Rp 2.000.000 – Rp 2.827.593 per month,2000000,2827593,2413796,2,2 sampai < 4 juta,1,1,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,business,jawa tengah diy
36,magang berbayar,2026-06-03 17:57:05,Professional Bartender & Mixology,Flairmix Indonesia,Denpasar,https://id.jobstreet.com/id/job/91944927?type=standard&ref=search-standalone&origin=cardTitle#sol=dc6798aa683ef32c4764052daea5cb5f023738d4,Rp 1.200.000 – Rp 1.800.000 per hour,1200000,1800000,1500000,1,1 sampai < 2 juta,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,other,lainnya
37,magang berbayar,2026-06-03 17:57:40,Operator Online Shop Shopee Tiktok ( Juga Menerima Anak Magang ),DIBEI E-COMMERCE,Teluknaga,https://id.jobstreet.com/id/job/92089040?type=standard&ref=search-standalone&origin=cardTitle#sol=51fdd7e712ba478944d75f4e23275f0a703a77a7,Rp 4.000.000 – Rp 5.000.000 per month,2000000,5000000,3500000,2,2 sampai < 4 juta,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,3,other,lainnya
38,magang berbayar,2026-06-03 17:57:45,Paid Internship (Accounting),PT. Gading Sawit Kencana,Jakarta Utara,https://id.jobstreet.com/id/job/92150215?type=standard&ref=search-standalone&origin=cardTitle#sol=7c134250bfdd6030c16bf4f1b6ba15a133c5b21a,Rp 3.000.000 – Rp 4.000.000 per month,3000000,4000000,3500000,2,2 sampai < 4 juta,1,1,1,0,1,3.5,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,finance,jabodetabek
39,magang berbayar,2026-06-03 17:58:17,Finance & Accounting Intern,Pengiklan Anonim,Jakarta Barat,https://id.jobstreet.com/id/job/92488207?type=standard&ref=search-standalone&origin=cardTitle#sol=9cfe2c80a5b655d886a5505707b0486578bfa729,Rp1.500.000 – Rp2.000.000 per month,1500000,2000000,1750000,1,1 sampai < 2 juta,1,0,0,0,1,0.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,finance,jabodetabek
40,magang berbayar,2026-06-03 17:58:21,Digital Marketing,PT. Sky Lift Teknologi,Jakarta Pusat,https://id.jobstreet.com/id/job/92425671?type=standard&ref=search-standalone&origin=cardTitle#sol=bc2112ec635a4069dfe57a6bac17b1f79c836052,Rp 3.000.000 – Rp 4.000.000 per month,3000000,4000000,3500000,2,2 sampai < 4 juta,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,business,jabodetabek
41,magang berbayar,2026-06-03 17:58:26,General Affairs Intern,PT Mutiara Asia Makmur,Jakarta Raya,https://id.jobstreet.com/id/job/92488532?type=standard&ref=search-standalone&origin=cardTitle#sol=6f3136734118138ded8e539f8fa4d5146ad9c28c,Rp 1.500.000 – Rp 1.900.000 per month,1500000,1900000,1700000,1,1 sampai < 2 juta,1,0,0,0,0,0.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,administration,jabodetabek
42,magang berbayar,2026-06-03 17:58:46,Freelance Gudang,Ocean Space Group,Jakarta Barat,https://id.jobstreet.com/id/job/92479972?type=standard&ref=search-standalone&origin=cardTitle#sol=28a06d521e83e82953cc1912c962875c40849adb,Rp 15.000 – Rp 17.000 per hour,15000000,17000000,16000000,6,>= 10 juta,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,other,jabodetabek
43,magang berbayar,2026-06-03 17:59:18,SALES,CV. MAKMUR PERMATA,Banyumas,https://id.jobstreet.com/id/job/92434545?type=standard&ref=search-standalone&origin=cardTitle#sol=e9600e7a0c0f69968b24f3fa01f3df047a470197,Rp 2.100.000 – Rp 2.500.000 per month,2100000,2500000,2300000,2,2 sampai < 4 juta,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,business,lainnya
44,magang berbayar,2026-06-03 17:59:23,SALES,CV. MAKMUR PERMATA,Cikarang Pusat,https://id.jobstreet.com/id/job/92434390?type=standard&ref=search-standalone&origin=cardTitle#sol=074af5efa40a82bfe83dc4dd69cdd16f86e2618c,Rp 4.000.000 – Rp 4.600.000 per month,2500000,4600000,3550000,2,2 sampai < 4 juta,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,business,lainnya
45,magang berbayar,2026-06-03 17:59:29,Admin HRGA (Internship 3 bulan),KLAR Smile,Jakarta Selatan,https://id.jobstreet.com/id/job/92452926?type=standard&ref=search-standalone&origin=cardTitle#sol=531bf9005046c283f94cf8836ff7f7f66bc1c3bc,Rp 2.500.000 – Rp 2.500.001 per month,2500000,2500001,2500000,2,2 sampai < 4 juta,1,0,1,0,0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,administration,jabodetabek
46,magang berbayar,2026-06-03 17:59:34,Magang (Internship) Admin,PT Muji Abadhi Sejahtra,Denpasar,https://id.jobstreet.com/id/job/92455605?type=standard&ref=search-standalone&origin=cardTitle#sol=f5e4af44b60434dd121abb3a6ed06d2fcb172eba,Rp 3.000.000 per month,3000000,3000000,3000000,2,2 sampai < 4 juta,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,administration,lainnya
47,magang berbayar,2026-06-03 17:59:40,Content Creator,PT Ruang Casis Indonesia,Bandar Lampung,https://id.jobstreet.com/id/job/92456234?type=standard&ref=search-standalone&origin=cardTitle#sol=7a63fa581bf3c5c5862852335128d5b2f797c663,Rp 2.500.000 – Rp 3.000.000 per month,2500000,3000000,2750000,2,2 sampai < 4 juta,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,software,lainnya
48,magang berbayar,2026-06-03 17:59:56,Freelance Packer (Pekerja Harian),PT Berkat Indo-Opple Gemilang,Jakarta Utara,https://id.jobstreet.com/id/job/92445682?type=standard&ref=search-standalone&origin=cardTitle#sol=8f664c00b6cbc1e5c967dd0a10cb43e0fa21fb3c,,10000000,10000000,10000000,6,>= 10 juta,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other,jabodetabek
49,magang berbayar,2026-06-03 18:00:13,Baker,Blackrock Reserve,Kuta Utara,https://id.jobstreet.com/id/job/92461185?type=standard&ref=search-standalone&origin=cardTitle#sol=b97f70d3ec0720ca0eb95224eb731527980c3d2b,Rp 2.300.000 – Rp 3.000.000 per month,2300000,3000000,2650000,2,2 sampai < 4 juta,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other,lainnya
50,magang berbayar,2026-06-03 18:00:19,Content Creator Intern,PT. Citra Nusa Insanmandiri (CNI Indonesia),Jakarta Barat,https://id.jobstreet.com/id/job/92455492?type=standard&ref=search-standalone&origin=cardTitle#sol=9b0612211aa75dd59f33b469c57fd82b8afbd5fc,Rp 1.000.000 – Rp 1.500.000 per month,1000000,1500000,1250000,1,1 sampai < 2 juta,1,0,0,0,0,0.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,business,jabodetabek
51,magang berbayar,2026-06-03 18:00:29,Accounting Internship (Pajak),PT. Levi Kuliner Management,Jakarta Pusat,https://id.jobstreet.com/id/job/92467364?type=standard&ref=search-standalone&origin=cardTitle#sol=c76587d35dfe5ad959bfc3a7b5b14638e7a80de2,Rp 2.500.000 – Rp 3.000.000 per month,2500000,3000000,2750000,2,2 sampai < 4 juta,1,1,1,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,software,jabodetabek
52,magang berbayar,2026-06-03 18:00:50,INTERNSHIP ADMIN SALES (PAID),PT. Riaputra Metalindo,Sidoarjo,https://id.jobstreet.com/id/job/92421803?type=standard&ref=search-standalone&origin=cardTitle#sol=ecbb2afabff860675cf4e473f650fbe510f70bc7,Rp 500.000 per month,500000,500000,500000,0,0 sampai < 1 juta,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,business,jawa timur
53,magang berbayar,2026-06-03 18:02:10,Junior Fullstack Developer,PT DAMAI BIJAKSANA SUKACITA,Surabaya,https://id.jobstreet.com/id/job/92422451?type=standard&ref=search-standalone&origin=cardTitle#sol=2d90f1dc2f4ea3e0a7b7f9df89d5b9b98f6f50af,Rp 3.500.000 – Rp 4.000.000 per month,3500000,4000000,3750000,2,2 sampai < 4 juta,1,0,0,0,0,0.0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,data,jawa timur
54,magang berbayar,2026-06-03 18:04:00,Stock Opname (Freelance),PT. Modular Kuliner Indonesia,Jakarta Barat,https://id.jobstreet.com/id/job/92406430?type=standard&ref=search-standalone&origin=cardTitle#sol=1ed9eced9f0c31847aba83d67fe73d3edc8ebb95,Rp 35.000 – Rp 37.500 per hour,35000000,37500000,36250000,6,>= 10 juta,1,1,0,0,0,0.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,finance,jabodetabek
55,magang berbayar,2026-06-03 18:04:15,Broker Properti,PT Metro Jaya Bersama,Jakarta Utara,https://id.jobstreet.com/id/job/92413365?type=standard&ref=search-standalone&origin=cardTitle#sol=67ad3830fa59dff218b2472dc11360da90653147,Rp 12.000.000 – Rp 18.000.000 per month,12000000,18000000,15000000,6,>= 10 juta,1,1,1,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,business,jabodetabek
